time,n_waiting,n_busy
1219.5000,0,1
1221.0000,0,0
1222.5000,0,1
1224.0000,0,0
1225.5000,0,4
1227.0000,1,4
1228.5000,0,4
1230.0000,0,4
1231.5000,1,4
1233.0000,0,1
1234.5000,4,4
1236.0000,3,4
1237.5000,4,4
1239.0000,3,4
1240.5000,4,4
1242.0000,1,4
1243.5000,0,3
1245.0000,0,1
1246.5000,0,2
1248.0000,0,1
1249.5000,0,0
1251.0000,0,1
1252.5000,0,2
1254.0000,0,2
1255.5000,0,1
1257.0000,0,0
1258.5000,0,0
1260.0000,0,1
1261.5000,0,0
1263.0000,0,0
1264.5000,0,0
1266.0000,1,4
1267.5000,5,4
1269.0000,4,4
1270.5000,4,4
1272.0000,2,4
1273.5000,10,4
1275.0000,10,4
1276.5000,8,4
1278.0000,6,4
1279.5000,7,4
1281.0000,9,4
1282.5000,3,4
1284.0000,0,4
1285.5000,2,4
1287.0000,0,3
1288.5000,0,4
1290.0000,0,4
1291.5000,0,3
1293.0000,4,4
1294.5000,5,4
1296.0000,6,4
1297.5000,3,4
1299.0000,1,4
1300.5000,0,3
1302.0000,3,4
1303.5000,1,4
1305.0000,0,2
1306.5000,0,1
1308.0000,0,3
1309.5000,0,3
1311.0000,5,4
1312.5000,2,4
1314.0000,2,4
1315.5000,1,4
1317.0000,0,3
1318.5000,0,0
1320.0000,0,4
1321.5000,0,4
1323.0000,3,4
1324.5000,3,4
1326.0000,5,4
1327.5000,1,4
1329.0000,4,4
1330.5000,1,4
1332.0000,0,4
1333.5000,0,3
1335.0000,0,3
1336.5000,0,2
1338.0000,0,2
1339.5000,0,2
1341.0000,0,3
1342.5000,0,2
1344.0000,0,1
1345.5000,0,4
1347.0000,0,3
1348.5000,0,2
1350.0000,0,1
1351.5000,2,4
1353.0000,2,4
1354.5000,0,4
1356.0000,2,4
1357.5000,0,2
1359.0000,0,2
1360.5000,0,2
1362.0000,0,2
1363.5000,0,1
1365.0000,0,3
1366.5000,0,2
1368.0000,0,1
1369.5000,0,1
1371.0000,0,3
1372.5000,0,2
1374.0000,0,2
1375.5000,0,2
1377.0000,0,2
1378.5000,3,4
1380.0000,6,4
1381.5000,0,4
1383.0000,0,2
1384.5000,0,4
1386.0000,0,4
1387.5000,3,4
1389.0000,6,4
1390.5000,3,4
1392.0000,0,1
1393.5000,0,1
1395.0000,0,2
1396.5000,3,4
1398.0000,0,3
1399.5000,0,0
1401.0000,0,1
1402.5000,0,0
1404.0000,0,0
1405.5000,0,1
1407.0000,0,2
1408.5000,0,2
1410.0000,2,4
1411.5000,0,3
1413.0000,0,3
1414.5000,1,4
1416.0000,0,3
1417.5000,1,4
1419.0000,0,3
1420.5000,2,4
1422.0000,1,4
1423.5000,0,2
1425.0000,5,4
1426.5000,8,4
1428.0000,9,4
1429.5000,4,4
1431.0000,0,2
1432.5000,2,4
1434.0000,2,4
1435.5000,1,4
1437.0000,0,4
1438.5000,0,3
1440.0000,5,4
1441.5000,1,4
1443.0000,0,3
1444.5000,0,3
1446.0000,0,3
1447.5000,0,4
1449.0000,0,1
1450.5000,0,3
1452.0000,1,4
1453.5000,0,4
1455.0000,0,2
1456.5000,1,4
1458.0000,0,2
1459.5000,0,2
1461.0000,0,4
1462.5000,0,2
1464.0000,5,4
1465.5000,10,4
1467.0000,10,4
1468.5000,4,4
1470.0000,1,4
1471.5000,0,1
1473.0000,0,4
1474.5000,1,4
1476.0000,0,4
1477.5000,0,2
1479.0000,0,0
1480.5000,0,2
1482.0000,0,2
1483.5000,4,4
1485.0000,4,4
1486.5000,0,4
1488.0000,0,4
1489.5000,0,1
1491.0000,0,3
1492.5000,0,2
1494.0000,0,2
1495.5000,0,2
1497.0000,0,3
1498.5000,0,2
1500.0000,0,4
1501.5000,0,0
1503.0000,1,4
1504.5000,0,1
1506.0000,7,4
1507.5000,4,4
1509.0000,0,4
