customer_id,arrival_time,departure_time
1306,495.442778,534.263992
1307,495.442778,535.981941
1308,495.442778,535.235700
1309,495.837780,535.495712
1310,495.837780,535.598067
1311,496.890360,536.066850
1312,498.902978,536.480629
1313,498.902978,539.248276
1314,499.165600,538.909746
1315,500.890685,537.766127
1316,500.890685,547.290678
1317,502.138027,539.224746
1318,503.967921,540.056567
1319,504.072271,543.102006
1320,504.072271,539.896417
1321,504.590655,540.027419
1322,506.721628,541.069232
1323,506.721628,541.732448
1324,506.721628,541.765221
1325,506.721628,542.193193
1326,507.016526,542.253682
1327,507.016526,547.752520
1328,507.016526,545.975783
1329,507.016526,546.572760
1330,507.016526,546.566401
1331,507.016526,546.880524
1332,507.072549,552.389277
1333,507.072549,547.045107
1334,507.439782,547.408249
1335,507.960159,548.428297
1336,507.960159,551.712632
1337,509.244883,547.819871
1338,509.244883,548.231656
1339,509.329277,551.765288
1340,509.748459,549.514332
1341,510.310900,549.750567
1342,510.310900,550.717730
1343,511.053707,551.937724
1344,511.833779,551.932661
1345,511.833779,552.082643
1346,512.426338,552.226635
1347,512.974578,554.353296
1348,513.079295,553.634821
1349,513.079295,553.820807
1350,513.079295,552.982570
1351,513.418019,562.412480
1352,513.418019,554.788698
1353,516.402507,554.732971
1354,517.021256,560.376592
1355,517.021256,555.034711
1356,517.021256,555.930582
1357,517.021256,555.393470
1358,517.403794,555.759181
1359,517.403794,555.897203
1360,517.403794,558.272624
1361,517.403794,560.275285
1362,517.403794,560.091355
1363,517.403794,560.549843
1364,517.434654,561.914616
1365,518.314957,565.196804
1366,519.161619,561.370604
1367,519.182471,566.763981
1368,519.182471,565.515923
1369,519.381191,563.377619
1370,519.696469,573.725652
1371,519.696469,567.267824
1372,519.696469,567.770754
1373,519.696469,567.843052
1374,520.288323,567.716372
1375,520.651006,572.065474
1376,521.850402,569.614986
1377,522.063384,568.321254
1378,522.287947,569.562101
1379,522.364766,569.693423
1380,522.364766,570.105299
1381,522.500272,570.393386
1382,522.500272,570.179702
1383,522.500272,570.587677
1384,522.500272,574.177410
1385,523.897487,571.089801
1386,524.050123,571.309323
1387,525.381807,572.193514
1388,525.381807,573.280253
1389,525.381807,575.325800
1390,527.554240,575.238282
1391,527.554240,574.976149
1392,527.554240,574.691749
1393,528.442547,574.818339
1394,528.442547,575.385675
1395,528.442547,580.780469
1396,529.629796,576.484904
1397,529.629796,575.555977
1398,530.717601,576.302837
1399,530.843407,575.969464
1400,531.056194,583.032012
1401,531.056194,576.643766
1402,531.056194,576.776472
1403,531.461029,576.703406
1404,531.461029,577.264647
1405,531.708697,577.040645
1406,531.708697,579.362363
1407,531.708697,577.377866
1408,531.949844,578.346364
1409,531.983999,578.881694
1410,533.116191,579.172974
1411,535.978116,579.271842
1412,539.325718,579.397439
1413,540.781509,580.340997
1414,540.781509,581.188606
1415,541.671626,580.671568
1416,542.232186,582.951691
1417,543.052635,584.830574
1418,543.131936,582.531049
1419,543.381466,582.992446
1420,543.381466,592.097757
1421,544.194434,584.557445
1422,544.302559,585.722734
1423,544.397288,587.280929
1424,544.397288,585.044923
1425,545.603515,590.318191
1426,545.691021,586.673905
1427,545.691021,589.665023
1428,545.691021,589.231037
1429,545.799122,590.248658
1430,546.443682,590.320383
1431,546.443682,590.948437
1432,546.443682,599.690780
1433,546.443682,591.412712
1434,547.125259,591.273510
1435,547.125259,593.334697
1436,547.125259,596.973260
1437,547.125259,592.992891
1438,547.125259,595.807160
1439,547.125259,593.870139
1440,547.125259,595.428246
1441,547.125259,595.524838
1442,549.638121,595.618204
1443,549.638121,597.112703
1444,549.859598,596.529031
1445,549.859598,596.769506
1446,552.847193,599.672528
1447,553.319768,597.413523
1448,553.654968,597.789858
1449,554.178040,598.716976
1450,554.178040,598.502678
1451,554.178040,599.534358
1452,555.232098,599.385650
1453,555.232098,599.884925
1454,555.232098,599.875838
1455,555.892409,600.861548
1456,555.921835,602.514314
1457,555.921835,599.884443
1458,556.088427,599.942045
1459,556.088427,601.299369
1460,556.216440,605.361316
1461,556.397896,601.685583
1462,556.397896,601.804588
1463,556.673289,609.011027
1464,556.692185,603.040365
1465,557.077481,606.594414
1466,557.077481,603.663914
1467,557.077481,606.818132
1468,557.077481,608.044923
1469,557.203969,609.617727
1470,557.203969,607.679468
1471,557.424166,609.701415
1472,557.424166,608.824476
1473,558.160400,609.086375
1474,558.160400,611.361324
1475,558.602931,614.206600
1476,559.381896,609.712005
1477,559.381896,614.487637
1478,559.545266,613.286277
1479,559.665199,612.192150
1480,559.665199,616.700237
1481,559.665199,614.405390
1482,559.665199,614.529051
1483,559.665199,620.447072
1484,559.792737,614.910901
1485,560.399610,615.512651
1486,560.399610,615.162521
1487,560.399610,616.395522
1488,560.705259,615.927411
1489,560.705259,616.055930
1490,560.705259,617.113524
1491,560.705259,617.980817
1492,560.705259,620.037241
1493,561.735876,617.336486
1494,561.735876,617.520514
1495,562.552914,617.657950
1496,562.552914,617.943227
1497,562.784881,620.703132
1498,562.784881,618.126374
1499,562.784881,620.948882
1500,563.125782,626.544959
1501,563.212300,622.630118
1502,563.768406,621.883912
1503,563.768406,622.260092
1504,563.768406,624.194171
1505,564.252631,623.304358
1506,564.252631,623.014197
1507,564.252631,623.964483
1508,564.637104,625.683580
1509,565.232610,626.885746
1510,565.232610,625.363271
1511,565.963566,627.234207
1512,565.963566,625.794724
1513,565.963566,626.022493
1514,565.963566,626.041679
1515,565.963566,627.358432
1516,566.072710,627.667903
1517,566.486415,627.431935
1518,566.486415,627.864145
1519,566.486415,627.633336
1520,566.603415,627.593184
1521,566.603415,627.638034
1522,567.034309,628.062997
1523,567.034309,630.410461
1524,568.394724,628.331928
1525,568.853791,628.318224
1526,568.853791,634.073622
1527,568.853791,628.465804
1528,569.434276,629.609206
1529,569.434276,628.481814
1530,569.434276,629.580902
1531,569.434276,631.263573
1532,569.525598,630.508729
1533,569.753685,630.965791
1534,569.753685,631.976803
1535,571.840411,632.907267
1536,573.538376,631.439812
1537,573.538376,631.520913
1538,574.282189,632.063842
1539,574.823298,633.962312
1540,574.823298,632.538531
1541,574.823298,632.692047
1542,575.272922,633.197047
1543,575.878790,633.482732
1544,576.099978,635.378629
1545,576.482861,633.920334
1546,576.482861,637.941023
1547,576.482861,641.968174
1548,576.793578,635.460040
1549,576.793578,636.541728
1550,576.793578,636.135591
1551,576.793578,637.817719
1552,576.793578,636.730662
1553,576.987351,638.170566
1554,579.214452,638.820078
1555,579.214452,637.971104
1556,579.342165,639.034369
1557,579.343058,638.977202
1558,579.343058,640.040505
1559,579.343058,642.890544
1560,579.343058,640.005570
1561,579.956634,641.587232
1562,579.956634,641.102028
1563,579.956634,643.110136
1564,580.007464,641.891838
1565,580.007464,642.846706
1566,580.007464,645.284041
1567,580.007464,644.926007
1568,580.791584,644.379687
1569,580.791584,646.421004
1570,581.674492,644.810467
1571,581.674492,645.802875
1572,581.674492,648.252087
1573,581.674492,647.353526
1574,581.725081,646.648590
1575,582.248387,646.756048
1576,582.960499,649.473789
1577,582.960499,647.440205
1578,582.960499,659.403046
1579,582.960499,648.101192
1580,583.468424,648.481010
1581,583.584899,648.766019
1582,583.808657,648.554228
1583,584.712417,648.998767
1584,586.504217,651.194923
1585,586.504217,651.575935
1586,587.597573,650.041713
1587,587.597573,650.168863
1588,587.597573,650.568120
1589,587.597573,651.528392
1590,589.230546,653.325261
1591,591.629153,651.841022
1592,598.664814,653.500349
1593,598.664814,652.416531
1594,598.664814,653.598112
1595,600.014518,656.930008
1596,600.591423,659.160595
1597,601.097008,653.610691
1598,602.089615,653.736020
1599,602.089615,653.765687
1600,602.089615,654.127439
1601,602.089615,658.647650
1602,602.089615,659.237855
1603,602.130034,658.853289
1604,602.130034,659.011885
1605,602.130034,659.754011
1606,602.130034,662.367844
1607,602.507797,662.020784
1608,604.367781,659.674724
1609,604.367781,664.325566
1610,604.367781,660.597287
1611,604.367781,660.753143
1612,604.844662,663.742181
1613,604.917141,662.571313
1614,604.917141,663.463150
1615,605.169552,663.017174
1616,605.169552,667.002018
1617,605.328567,664.374847
1618,605.328567,668.493973
1619,605.328567,665.267821
1620,605.864918,665.608189
1621,606.164865,669.439794
1622,606.164865,669.901664
1623,606.197080,669.072027
1624,606.197080,668.528716
1625,606.197080,670.270721
1626,607.489293,670.107024
1627,609.453797,670.344741
1628,609.915054,670.126896
1629,609.915054,673.961192
1630,609.915054,671.163294
1631,610.079955,671.050692
1632,612.665534,673.139775
1633,612.665534,671.732180
1634,613.251571,676.910146
1635,613.251571,672.941350
1636,613.414278,673.015416
1637,614.555790,673.518368
1638,614.555790,674.810302
1639,614.822142,673.619778
1640,615.917292,673.665222
1641,615.982859,674.477806
1642,616.099888,676.219000
1643,616.666446,675.744265
1644,616.841232,676.059968
1645,619.269240,676.054105
1646,619.269240,676.983262
1647,619.269240,678.954710
1648,619.269240,679.344626
1649,619.269240,678.007021
1650,619.269240,677.819878
1651,619.298635,678.266920
1652,619.903466,678.400717
1653,620.194906,679.345263
1654,620.444228,678.793031
1655,622.808603,678.964060
1656,622.808603,678.969512
1657,622.808603,679.891045
1658,622.808603,683.621701
1659,622.808603,679.419662
1660,623.070827,680.233812
1661,623.070827,682.669471
1662,623.070827,679.926907
1663,623.309953,681.217267
1664,623.322248,680.764693
1665,623.978142,681.083034
1666,623.978142,681.144748
1667,626.020225,682.039754
1668,627.377760,684.115223
1669,627.377760,683.394886
1670,627.569291,684.526563
1671,629.307774,683.740219
1672,629.413533,688.362669
1673,629.413533,686.265692
1674,629.679801,686.957330
1675,629.918888,686.796473
1676,629.918888,686.526284
1677,629.918888,687.393900
1678,631.503868,687.899611
1679,631.503868,695.590051
1680,631.607411,688.461550
1681,631.607411,689.067429
1682,631.607411,692.416251
1683,633.136450,689.432041
1684,633.150439,692.940025
1685,633.150439,689.510483
1686,633.984871,689.552550
1687,633.984871,689.777881
1688,634.926045,690.660656
1689,634.926045,692.821168
1690,634.926045,699.697217
1691,635.566223,694.202897
1692,635.883860,694.818070
1693,636.490277,695.609203
1694,637.057816,696.995800
1695,638.152600,696.386436
1696,638.152600,695.719186
1697,638.152600,697.243792
1698,638.152600,697.373207
1699,639.294391,704.895806
1700,639.785039,697.901594
1701,640.393470,698.899613
1702,640.393470,697.902169
1703,640.435048,699.518914
1704,640.649847,699.522652
1705,641.096636,699.648547
1706,641.096636,701.800535
1707,641.096636,699.736889
1708,641.096636,701.873275
1709,641.234921,700.927816
1710,642.487635,701.635077
1711,642.487635,701.710556
1712,643.557168,701.796013
1713,643.557168,703.976047
1714,643.557168,702.023059
1715,644.811248,703.039048
1716,644.811248,702.905936
1717,645.825831,704.609972
1718,645.825831,705.271881
1719,645.825831,704.837369
1720,646.701363,704.627764
1721,646.701363,704.891174
1722,646.701363,704.957825
1723,647.426415,706.608433
1724,650.837658,705.418050
1725,650.837658,706.975141
1726,650.837658,707.655753
1727,651.542907,707.589278
1728,651.542907,707.488459
1729,651.542907,707.775452
1730,653.449504,708.188048
