time,n_waiting,n_busy
300.0000,10,3
301.5000,10,3
303.0000,9,3
304.5000,20,3
306.0000,21,3
307.5000,22,3
309.0000,25,3
310.5000,30,3
312.0000,30,3
313.5000,27,3
315.0000,26,3
316.5000,27,3
318.0000,35,3
319.5000,33,3
321.0000,32,3
322.5000,33,3
324.0000,34,3
325.5000,33,3
327.0000,36,3
328.5000,34,3
330.0000,33,3
331.5000,33,3
333.0000,31,3
334.5000,31,3
336.0000,28,3
337.5000,27,3
339.0000,29,3
340.5000,32,3
342.0000,29,3
343.5000,31,3
345.0000,31,3
346.5000,32,3
348.0000,29,3
349.5000,27,3
351.0000,27,3
352.5000,25,3
354.0000,24,3
355.5000,26,3
357.0000,26,3
358.5000,26,3
360.0000,25,3
361.5000,28,3
363.0000,25,3
364.5000,28,3
366.0000,25,3
367.5000,23,3
369.0000,21,3
370.5000,19,3
372.0000,16,3
373.5000,18,3
375.0000,20,3
376.5000,18,3
378.0000,16,3
379.5000,18,3
381.0000,14,3
382.5000,13,3
384.0000,14,3
385.5000,12,3
387.0000,7,3
388.5000,5,3
390.0000,5,3
391.5000,5,3
393.0000,4,3
394.5000,3,3
396.0000,0,2
397.5000,0,1
399.0000,0,1
400.5000,0,1
402.0000,5,3
403.5000,3,3
405.0000,0,3
406.5000,0,3
408.0000,0,3
409.5000,0,3
411.0000,0,1
412.5000,0,1
414.0000,0,2
415.5000,0,2
417.0000,0,2
418.5000,0,2
420.0000,0,2
421.5000,0,1
423.0000,0,0
424.5000,0,2
426.0000,2,3
427.5000,0,2
429.0000,0,3
430.5000,1,3
432.0000,0,2
433.5000,0,0
435.0000,0,1
436.5000,0,3
438.0000,0,2
439.5000,0,2
441.0000,0,1
442.5000,0,1
444.0000,0,3
445.5000,0,3
447.0000,0,0
448.5000,0,0
450.0000,0,0
451.5000,0,0
453.0000,0,2
454.5000,0,1
456.0000,3,3
457.5000,1,3
459.0000,0,2
460.5000,0,0
462.0000,0,0
463.5000,0,1
465.0000,0,1
466.5000,0,0
468.0000,0,3
469.5000,0,0
471.0000,0,2
472.5000,0,2
474.0000,0,3
475.5000,0,2
477.0000,0,1
478.5000,0,2
480.0000,1,3
481.5000,0,2
483.0000,0,3
484.5000,0,1
486.0000,0,0
487.5000,0,2
489.0000,0,1
490.5000,0,0
492.0000,0,0
493.5000,0,0
495.0000,0,0
496.5000,2,3
498.0000,3,3
499.5000,3,3
501.0000,1,3
502.5000,3,3
504.0000,4,3
505.5000,13,3
507.0000,13,3
508.5000,13,3
510.0000,14,3
511.5000,15,3
513.0000,16,3
514.5000,14,3
516.0000,15,3
517.5000,15,3
519.0000,13,3
520.5000,14,3
522.0000,12,3
523.5000,12,3
525.0000,14,3
526.5000,13,3
528.0000,10,3
529.5000,11,3
531.0000,10,3
532.5000,11,3
534.0000,13,3
535.5000,19,3
537.0000,17,3
538.5000,14,3
540.0000,12,3
541.5000,11,3
543.0000,7,3
544.5000,9,3
546.0000,8,3
547.5000,6,3
549.0000,4,3
550.5000,1,3
552.0000,3,3
553.5000,2,3
555.0000,0,3
556.5000,3,3
558.0000,2,3
559.5000,0,3
561.0000,3,3
562.5000,3,3
564.0000,1,3
565.5000,7,3
567.0000,5,3
568.5000,2,3
570.0000,9,3
571.5000,6,3
573.0000,4,3
574.5000,1,3
576.0000,0,3
577.5000,0,3
579.0000,2,3
580.5000,0,2
582.0000,0,0
583.5000,0,0
585.0000,3,3
586.5000,3,3
588.0000,0,3
589.5000,0,2
591.0000,0,2
592.5000,0,1
594.0000,0,3
595.5000,0,3
597.0000,0,3
598.5000,1,3
600.0000,0,3
601.5000,0,3
603.0000,0,3
604.5000,0,0
606.0000,0,0
607.5000,0,0
609.0000,0,0
610.5000,0,1
612.0000,0,1
613.5000,0,2
615.0000,0,1
616.5000,0,0
618.0000,0,2
619.5000,0,0
621.0000,1,3
622.5000,0,3
624.0000,0,0
625.5000,0,0
627.0000,7,3
628.5000,6,3
630.0000,6,3
631.5000,11,3
633.0000,14,3
634.5000,9,3
636.0000,9,3
637.5000,15,3
639.0000,14,3
640.5000,14,3
642.0000,15,3
643.5000,13,3
645.0000,13,3
646.5000,21,3
648.0000,22,3
649.5000,21,3
651.0000,22,3
652.5000,19,3
654.0000,19,3
655.5000,19,3
657.0000,16,3
658.5000,12,3
660.0000,11,3
661.5000,13,3
663.0000,10,3
664.5000,8,3
666.0000,11,3
667.5000,13,3
669.0000,13,3
670.5000,16,3
672.0000,13,3
673.5000,11,3
675.0000,9,3
676.5000,9,3
678.0000,8,3
679.5000,5,3
681.0000,0,3
682.5000,0,3
684.0000,2,3
685.5000,3,3
687.0000,4,3
688.5000,2,3
690.0000,1,3
691.5000,8,3
693.0000,6,3
694.5000,8,3
696.0000,8,3
697.5000,8,3
699.0000,8,3
700.5000,3,3
702.0000,0,1
703.5000,0,1
705.0000,0,0
706.5000,0,2
708.0000,0,1
709.5000,0,0
711.0000,0,0
712.5000,0,0
714.0000,0,1
715.5000,0,0
717.0000,0,1
718.5000,0,0
720.0000,0,1
721.5000,0,0
723.0000,0,0
724.5000,1,3
726.0000,0,1
727.5000,0,0
729.0000,0,0
730.5000,0,0
732.0000,0,3
733.5000,0,1
735.0000,4,3
736.5000,5,3
738.0000,7,3
739.5000,11,3
741.0000,9,3
742.5000,9,3
744.0000,7,3
745.5000,10,3
747.0000,9,3
748.5000,9,3
750.0000,14,3
751.5000,19,3
753.0000,17,3
754.5000,17,3
756.0000,16,3
757.5000,13,3
759.0000,12,3
760.5000,8,3
762.0000,9,3
763.5000,11,3
765.0000,8,3
766.5000,5,3
768.0000,3,3
769.5000,1,3
771.0000,1,3
772.5000,0,0
774.0000,0,0
775.5000,2,3
777.0000,0,3
778.5000,0,2
780.0000,0,3
781.5000,5,3
783.0000,3,3
784.5000,3,3
786.0000,5,3
787.5000,4,3
789.0000,1,3
790.5000,3,3
792.0000,1,3
793.5000,0,2
795.0000,0,1
796.5000,0,3
798.0000,0,2
799.5000,0,3
801.0000,0,2
802.5000,0,3
804.0000,1,3
805.5000,0,3
807.0000,0,3
808.5000,0,3
810.0000,0,0
811.5000,0,0
813.0000,0,1
814.5000,0,3
816.0000,6,3
817.5000,5,3
819.0000,2,3
820.5000,1,3
822.0000,4,3
823.5000,3,3
825.0000,2,3
826.5000,3,3
828.0000,7,3
829.5000,10,3
831.0000,12,3
832.5000,13,3
834.0000,11,3
835.5000,13,3
837.0000,11,3
838.5000,10,3
840.0000,5,3
841.5000,6,3
843.0000,4,3
844.5000,0,3
846.0000,0,2
847.5000,0,1
849.0000,0,0
850.5000,0,0
852.0000,0,0
853.5000,0,3
855.0000,0,2
856.5000,9,3
858.0000,12,3
859.5000,9,3
861.0000,7,3
862.5000,5,3
864.0000,4,3
865.5000,7,3
867.0000,7,3
868.5000,10,3
870.0000,13,3
871.5000,10,3
873.0000,14,3
874.5000,25,3
876.0000,27,3
877.5000,26,3
879.0000,23,3
880.5000,21,3
882.0000,20,3
883.5000,25,3
885.0000,21,3
886.5000,18,3
888.0000,19,3
889.5000,18,3
891.0000,17,3
892.5000,14,3
894.0000,19,3
895.5000,19,3
897.0000,18,3
898.5000,20,3
900.0000,19,3
901.5000,20,3
903.0000,15,3
904.5000,13,3
906.0000,11,3
907.5000,8,3
909.0000,5,3
